epoch,lr-Adam,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,0.0005,0,,,,,,
0,,49,,,0.6640625,0.8817887306213379,,
0,,99,,,0.7109375,0.7457668781280518,,
0,,149,,,0.8203125,0.4583125710487366,,
0,,199,,,0.765625,0.5019542574882507,,
0,,249,,,0.8359375,0.5144428014755249,,
0,,299,,,0.796875,0.5762722492218018,,
0,,349,,,0.8515625,0.3826179802417755,,
0,,374,,,,,0.8264999985694885,0.46385395526885986
,0.0005,375,,,,,,
1,,399,,,0.8359375,0.4142926335334778,,
1,,449,,,0.8125,0.44012194871902466,,
1,,499,,,0.859375,0.4202079176902771,,
1,,549,,,0.8359375,0.4229546785354614,,
1,,599,,,0.8671875,0.3546464443206787,,
1,,649,,,0.859375,0.38053226470947266,,
1,,699,,,0.84375,0.3674165606498718,,
1,,749,,,0.859375,0.44711676239967346,,
1,,749,,,,,0.8754166960716248,0.33353811502456665
,0.0005,750,,,,,,
2,,799,,,0.8984375,0.3694048821926117,,
2,,849,,,0.84375,0.4522448480129242,,
2,,899,,,0.875,0.26774516701698303,,
2,,949,,,0.890625,0.265043705701828,,
2,,999,,,0.875,0.32961228489875793,,
2,,1049,,,0.875,0.32070866227149963,,
2,,1099,,,0.8359375,0.396873414516449,,
2,,1124,,,,,0.8669999837875366,0.35246267914772034
,0.0005,1125,,,,,,
3,,1149,,,0.90625,0.31395408511161804,,
3,,1199,,,0.875,0.3417266607284546,,
3,,1249,,,0.90625,0.27754345536231995,,
3,,1299,,,0.8828125,0.4026556611061096,,
3,,1349,,,0.8515625,0.33790409564971924,,
3,,1399,,,0.875,0.2887910008430481,,
3,,1449,,,0.921875,0.26198792457580566,,
3,,1499,,,0.828125,0.4391459822654724,,
3,,1499,,,,,0.8969166874885559,0.28160524368286133
,0.0005,1500,,,,,,
4,,1549,,,0.9375,0.185414120554924,,
4,,1599,,,0.921875,0.2582783102989197,,
4,,1649,,,0.8984375,0.2634046673774719,,
4,,1699,,,0.921875,0.20443576574325562,,
4,,1749,,,0.8828125,0.3598927855491638,,
4,,1799,,,0.890625,0.26512977480888367,,
4,,1849,,,0.859375,0.34927400946617126,,
4,,1874,,,,,0.9034166932106018,0.26950347423553467
,0.0005,1875,,,,,,
5,,1899,,,0.8828125,0.3113787770271301,,
5,,1949,,,0.859375,0.4129370152950287,,
5,,1999,,,0.8984375,0.31935998797416687,,
5,,2049,,,0.8359375,0.4320497512817383,,
5,,2099,,,0.8828125,0.27823108434677124,,
5,,2149,,,0.9375,0.1701512634754181,,
5,,2199,,,0.8984375,0.2511848211288452,,
5,,2249,,,0.8828125,0.23478445410728455,,
5,,2249,,,,,0.906583309173584,0.2583346664905548
,0.0005,2250,,,,,,
6,,2299,,,0.8828125,0.2546273469924927,,
6,,2349,,,0.921875,0.22746866941452026,,
6,,2399,,,0.8671875,0.2966853678226471,,
6,,2449,,,0.8984375,0.2426127940416336,,
6,,2499,,,0.921875,0.22549165785312653,,
6,,2549,,,0.90625,0.2863212525844574,,
6,,2599,,,0.9375,0.18533539772033691,,
6,,2624,,,,,0.9053333401679993,0.25900277495384216
,0.0005,2625,,,,,,
7,,2649,,,0.921875,0.255204439163208,,
7,,2699,,,0.90625,0.2919832468032837,,
7,,2749,,,0.8828125,0.33334439992904663,,
7,,2799,,,0.859375,0.3699238896369934,,
7,,2849,,,0.9140625,0.2313697785139084,,
7,,2899,,,0.8984375,0.27787238359451294,,
7,,2949,,,0.8984375,0.3092750012874603,,
7,,2999,,,0.890625,0.28669795393943787,,
7,,2999,,,,,0.9108333587646484,0.24734576046466827
,0.0005,3000,,,,,,
8,,3049,,,0.9140625,0.2926539480686188,,
8,,3099,,,0.8828125,0.2855570912361145,,
8,,3149,,,0.875,0.33536022901535034,,
8,,3199,,,0.859375,0.40101659297943115,,
8,,3249,,,0.953125,0.2003413736820221,,
8,,3299,,,0.9140625,0.2175917625427246,,
8,,3349,,,0.8828125,0.2747584581375122,,
8,,3374,,,,,0.9142500162124634,0.23221804201602936
,0.0005,3375,,,,,,
9,,3399,,,0.9296875,0.18704156577587128,,
9,,3449,,,0.9140625,0.23504513502120972,,
9,,3499,,,0.8671875,0.3454967737197876,,
9,,3549,,,0.9296875,0.1695767045021057,,
9,,3599,,,0.9296875,0.18625685572624207,,
9,,3649,,,0.90625,0.2592812478542328,,
9,,3699,,,0.90625,0.2431606948375702,,
9,,3749,,,0.8984375,0.2333185076713562,,
9,,3749,,,,,0.9145833253860474,0.23628908395767212
,0.0005,3750,,,,,,
10,,3799,,,0.921875,0.23894965648651123,,
10,,3849,,,0.8671875,0.29556506872177124,,
10,,3899,,,0.875,0.28100132942199707,,
10,,3949,,,0.9140625,0.2007976472377777,,
10,,3999,,,0.9375,0.20698530972003937,,
10,,4049,,,0.828125,0.365695059299469,,
10,,4099,,,0.90625,0.26434504985809326,,
10,,4124,,,,,0.9122499823570251,0.23544707894325256
,0.0005,4125,,,,,,
11,,4149,,,0.9140625,0.22845736145973206,,
11,,4199,,,0.9296875,0.15199463069438934,,
11,,4249,,,0.890625,0.23974353075027466,,
11,,4299,,,0.9453125,0.14300191402435303,,
11,,4349,,,0.9453125,0.17330950498580933,,
11,,4399,,,0.953125,0.17772096395492554,,
11,,4449,,,0.8828125,0.2870979607105255,,
11,,4499,,,0.9375,0.22995425760746002,,
11,,4499,,,,,0.9134166836738586,0.2331225574016571
,0.0005,4500,,,,,,
12,,4549,,,0.9296875,0.2395419478416443,,
12,,4599,,,0.921875,0.2783828377723694,,
12,,4649,,,0.9375,0.22339141368865967,,
12,,4699,,,0.8984375,0.318187952041626,,
12,,4749,,,0.9140625,0.22669309377670288,,
12,,4799,,,0.9453125,0.2443520426750183,,
12,,4849,,,0.953125,0.1601625233888626,,
12,,4874,,,,,0.9170833230018616,0.22360685467720032
,0.0005,4875,,,,,,
13,,4899,,,0.9296875,0.24323223531246185,,
13,,4949,,,0.9375,0.19107899069786072,,
13,,4999,,,0.8984375,0.2599179446697235,,
13,,5049,,,0.90625,0.18899878859519958,,
13,,5099,,,0.9140625,0.21966956555843353,,
13,,5149,,,0.921875,0.204990953207016,,
13,,5199,,,0.9140625,0.2599363327026367,,
13,,5249,,,0.9140625,0.2193910926580429,,
13,,5249,,,,,0.9163333177566528,0.2282145768404007
,0.0005,5250,,,,,,
14,,5299,,,0.921875,0.21835987269878387,,
14,,5349,,,0.890625,0.3032720983028412,,
14,,5399,,,0.9296875,0.16097967326641083,,
14,,5449,,,0.875,0.25265854597091675,,
14,,5499,,,0.875,0.34025582671165466,,
14,,5549,,,0.9296875,0.1510968804359436,,
14,,5599,,,0.90625,0.2955426573753357,,
14,,5624,,,,,0.9211666584014893,0.22311758995056152
,0.0005,5625,,,,,,
15,,5649,,,0.9453125,0.15779229998588562,,
15,,5699,,,0.9296875,0.17508508265018463,,
15,,5749,,,0.921875,0.24309736490249634,,
15,,5799,,,0.8984375,0.20167623460292816,,
15,,5849,,,0.9296875,0.27973636984825134,,
15,,5899,,,0.9375,0.17746169865131378,,
15,,5949,,,0.9375,0.1816091686487198,,
15,,5999,,,0.890625,0.24606795608997345,,
15,,5999,,,,,0.9161666631698608,0.2310248166322708
,0.0005,6000,,,,,,
16,,6049,,,0.921875,0.22895312309265137,,
16,,6099,,,0.9375,0.19300459325313568,,
16,,6149,,,0.9296875,0.22129178047180176,,
16,,6199,,,0.90625,0.21755312383174896,,
16,,6249,,,0.9375,0.16889649629592896,,
16,,6299,,,0.875,0.3485129177570343,,
16,,6349,,,0.953125,0.2248111367225647,,
16,,6374,,,,,0.92166668176651,0.2170630544424057
,0.0005,6375,,,,,,
17,,6399,,,0.8984375,0.21298781037330627,,
17,,6449,,,0.9140625,0.19904688000679016,,
17,,6499,,,0.8984375,0.24313846230506897,,
17,,6549,,,0.921875,0.17608517408370972,,
17,,6599,,,0.9375,0.16539040207862854,,
17,,6649,,,0.8828125,0.3558553457260132,,
17,,6699,,,0.9609375,0.08803161978721619,,
17,,6749,,,0.921875,0.23375095427036285,,
17,,6749,,,,,0.9240833520889282,0.2105034738779068
,0.0005,6750,,,,,,
18,,6799,,,0.9140625,0.18834188580513,,
18,,6849,,,0.953125,0.17239782214164734,,
18,,6899,,,0.859375,0.31972235441207886,,
18,,6949,,,0.90625,0.24965131282806396,,
18,,6999,,,0.9296875,0.1253991425037384,,
18,,7049,,,0.9375,0.19575713574886322,,
18,,7099,,,0.890625,0.33650702238082886,,
18,,7124,,,,,0.9293333292007446,0.1991434395313263
,0.0005,7125,,,,,,
19,,7149,,,0.921875,0.17556315660476685,,
19,,7199,,,0.8984375,0.24053336679935455,,
19,,7249,,,0.8984375,0.2918364107608795,,
19,,7299,,,0.8984375,0.2477220594882965,,
19,,7349,,,0.921875,0.21570393443107605,,
19,,7399,,,0.9609375,0.13627757132053375,,
19,,7449,,,0.9765625,0.08188405632972717,,
19,,7499,,,0.90625,0.2487182766199112,,
19,,7499,,,,,0.9266666769981384,0.20598261058330536
,0.0005,7500,,,,,,
20,,7549,,,0.8828125,0.3137412369251251,,
20,,7599,,,0.921875,0.18448293209075928,,
20,,7649,,,0.921875,0.2694089412689209,,
20,,7699,,,0.90625,0.23811887204647064,,
20,,7749,,,0.9296875,0.15679308772087097,,
20,,7799,,,0.9296875,0.18270176649093628,,
20,,7849,,,0.9453125,0.1753535121679306,,
20,,7874,,,,,0.9271666407585144,0.20456945896148682
,0.0005,7875,,,,,,
21,,7899,,,0.9296875,0.1806848645210266,,
21,,7949,,,0.9296875,0.14196261763572693,,
21,,7999,,,0.9296875,0.14214377105236053,,
21,,8049,,,0.9140625,0.27410727739334106,,
21,,8099,,,0.953125,0.14317668974399567,,
21,,8149,,,0.9296875,0.18898554146289825,,
21,,8199,,,0.9453125,0.1502108871936798,,
21,,8249,,,0.9609375,0.1172228530049324,,
21,,8249,,,,,0.921500027179718,0.21596165001392365
,0.0005,8250,,,,,,
22,,8299,,,0.890625,0.22128649055957794,,
22,,8349,,,0.8984375,0.2439752221107483,,
22,,8399,,,0.953125,0.1330888569355011,,
22,,8449,,,0.921875,0.23752640187740326,,
22,,8499,,,0.9453125,0.15398898720741272,,
22,,8549,,,0.9296875,0.1765100657939911,,
22,,8599,,,0.9296875,0.20761306583881378,,
22,,8624,,,,,0.9279999732971191,0.2007008045911789
,0.00025,8625,,,,,,
23,,8649,,,0.921875,0.17863920331001282,,
23,,8699,,,0.953125,0.15093736350536346,,
23,,8749,,,0.9609375,0.09825816750526428,,
23,,8799,,,0.96875,0.11266037821769714,,
23,,8849,,,0.9375,0.1650961935520172,,
23,,8899,,,0.9609375,0.12326741218566895,,
23,,8949,,,0.9609375,0.13295453786849976,,
23,,8999,,,0.890625,0.21283668279647827,,
23,,8999,,,,,0.9366666674613953,0.18311332166194916
,0.00025,9000,,,,,,
24,,9049,,,0.9375,0.13361161947250366,,
24,,9099,,,0.9453125,0.18739581108093262,,
24,,9149,,,0.953125,0.15000604093074799,,
24,,9199,,,0.921875,0.23769891262054443,,
24,,9249,,,0.8984375,0.23940587043762207,,
24,,9299,,,0.8984375,0.2291499376296997,,
24,,9349,,,0.9296875,0.18269526958465576,,
24,,9374,,,,,0.9340833425521851,0.18947596848011017
,0.00025,9375,,,,,,
25,,9399,,,0.953125,0.1307191550731659,,
25,,9449,,,0.96875,0.12000040709972382,,
25,,9499,,,0.90625,0.2179230898618698,,
25,,9549,,,0.9140625,0.24838519096374512,,
25,,9599,,,0.9375,0.15855175256729126,,
25,,9649,,,0.9765625,0.08101712167263031,,
25,,9699,,,0.96875,0.11874599754810333,,
25,,9749,,,0.9453125,0.15165512263774872,,
25,,9749,,,,,0.9380000233650208,0.17602521181106567
,0.00025,9750,,,,,,
26,,9799,,,0.9453125,0.15242663025856018,,
26,,9849,,,0.90625,0.22608184814453125,,
26,,9899,,,0.90625,0.2398865520954132,,
26,,9949,,,0.921875,0.16544049978256226,,
26,,9999,,,0.953125,0.1768689900636673,,
26,,10049,,,0.96875,0.13653728365898132,,
26,,10099,,,0.953125,0.16259941458702087,,
26,,10124,,,,,0.9379166960716248,0.17655795812606812
,0.00025,10125,,,,,,
27,,10149,,,0.9453125,0.17170166969299316,,
27,,10199,,,0.9375,0.16587142646312714,,
27,,10249,,,0.9140625,0.18732503056526184,,
27,,10299,,,0.921875,0.14310890436172485,,
27,,10349,,,0.9296875,0.1928863823413849,,
27,,10399,,,0.9296875,0.25945794582366943,,
27,,10449,,,0.9765625,0.07804154604673386,,
27,,10499,,,0.9453125,0.12618987262248993,,
27,,10499,,,,,0.9361666440963745,0.179448664188385
,0.00025,10500,,,,,,
28,,10549,,,0.9296875,0.19517400860786438,,
28,,10599,,,0.9375,0.12889941036701202,,
28,,10649,,,0.953125,0.12589138746261597,,
28,,10699,,,0.9140625,0.21546509861946106,,
28,,10749,,,0.9140625,0.22515057027339935,,
28,,10799,,,0.96875,0.08593171834945679,,
28,,10849,,,0.96875,0.10113296657800674,,
28,,10874,,,,,0.934333324432373,0.1868131458759308
,0.00025,10875,,,,,,
29,,10899,,,0.90625,0.2472119927406311,,
29,,10949,,,0.9140625,0.1987408697605133,,
29,,10999,,,0.9375,0.18709853291511536,,
29,,11049,,,0.890625,0.28433796763420105,,
29,,11099,,,0.9375,0.14254236221313477,,
29,,11149,,,0.9609375,0.1282958984375,,
29,,11199,,,0.9609375,0.1734716296195984,,
29,,11249,,,0.921875,0.1929822713136673,,
29,,11249,,,,,0.9361666440963745,0.1834893375635147
30,,11250,0.939300000667572,0.17662928998470306,,,,
