epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.734375,0.7818366885185242,,
0,99,,,0.8828125,0.42145633697509766,,
0,149,,,0.859375,0.47573357820510864,,
0,199,,,0.84375,0.4768427312374115,,
0,249,,,0.875,0.3525097370147705,,
0,299,,,0.8984375,0.3226647973060608,,
0,349,,,0.9453125,0.1672162413597107,,
0,399,,,0.9140625,0.33196350932121277,,
0,429,,,,,0.9664000272750854,0.11496080458164215
1,449,,,0.90625,0.24516287446022034,,
1,499,,,0.96875,0.1435721218585968,,
1,549,,,0.9375,0.25268518924713135,,
1,599,,,0.90625,0.31586840748786926,,
1,649,,,0.953125,0.13646192848682404,,
1,699,,,0.9375,0.21410802006721497,,
1,749,,,0.9375,0.21452853083610535,,
1,799,,,0.9609375,0.09093163162469864,,
1,849,,,0.9609375,0.11738090217113495,,
1,859,,,,,0.9757999777793884,0.0805731788277626
2,899,,,0.953125,0.12396635115146637,,
2,949,,,0.96875,0.0886799693107605,,
2,999,,,0.9453125,0.1063765287399292,,
2,1049,,,0.96875,0.10309986770153046,,
2,1099,,,0.953125,0.17156971991062164,,
2,1149,,,0.96875,0.0888664722442627,,
2,1199,,,0.9765625,0.10246624797582626,,
2,1249,,,0.953125,0.20096299052238464,,
2,1289,,,,,0.9810000061988831,0.06530147790908813
3,1299,,,0.9921875,0.052021466195583344,,
3,1349,,,0.984375,0.10715882480144501,,
3,1399,,,0.921875,0.21649891138076782,,
3,1449,,,0.953125,0.1826668381690979,,
3,1499,,,0.9453125,0.22744642198085785,,
3,1549,,,0.9609375,0.0962330549955368,,
3,1599,,,0.9609375,0.11673323810100555,,
3,1649,,,0.96875,0.1150193139910698,,
3,1699,,,0.96875,0.1377226561307907,,
3,1719,,,,,0.9832000136375427,0.0582362562417984
4,1749,,,0.9453125,0.12226951867341995,,
4,1799,,,0.9609375,0.13417118787765503,,
4,1849,,,0.953125,0.11517322063446045,,
4,1899,,,0.9765625,0.08255499601364136,,
4,1949,,,0.984375,0.05333902686834335,,
4,1999,,,0.9765625,0.07276398688554764,,
4,2049,,,0.953125,0.17412155866622925,,
4,2099,,,1.0,0.019375192001461983,,
4,2149,,,0.9772727489471436,0.07948297262191772,,
4,2149,,,,,0.984000027179718,0.04941323399543762
5,2199,,,0.9765625,0.06953376531600952,,
5,2249,,,0.9765625,0.0537479929625988,,
5,2299,,,0.9921875,0.0542939156293869,,
5,2349,,,0.9453125,0.08948887884616852,,
5,2399,,,0.9453125,0.14109919965267181,,
5,2449,,,0.96875,0.154313862323761,,
5,2499,,,0.96875,0.0834951177239418,,
5,2549,,,0.9921875,0.035287197679281235,,
5,2579,,,,,0.9843999743461609,0.047045618295669556
6,2599,,,0.9765625,0.07953861355781555,,
6,2649,,,0.9765625,0.09208851307630539,,
6,2699,,,0.9921875,0.040201909840106964,,
6,2749,,,0.96875,0.11620393395423889,,
6,2799,,,0.9453125,0.14265409111976624,,
6,2849,,,0.96875,0.11228054761886597,,
6,2899,,,0.9765625,0.06555286794900894,,
6,2949,,,0.9609375,0.12318754196166992,,
6,2999,,,0.9765625,0.07831966876983643,,
6,3009,,,,,0.9847999811172485,0.05091140791773796
7,3049,,,0.984375,0.04979737102985382,,
7,3099,,,0.96875,0.11324508488178253,,
7,3149,,,0.96875,0.07937222719192505,,
7,3199,,,0.984375,0.06490553170442581,,
7,3249,,,0.9375,0.1851193606853485,,
7,3299,,,0.96875,0.08134573698043823,,
7,3349,,,0.9765625,0.050022631883621216,,
7,3399,,,0.984375,0.04204099252820015,,
7,3439,,,,,0.9846000075340271,0.05182984471321106
8,3449,,,0.9921875,0.02947261556982994,,
8,3499,,,0.9921875,0.03590622916817665,,
8,3549,,,0.96875,0.10154315829277039,,
8,3599,,,0.9921875,0.046056635677814484,,
8,3649,,,0.9921875,0.03041685000061989,,
8,3699,,,0.953125,0.09600852429866791,,
8,3749,,,0.9921875,0.03125220537185669,,
8,3799,,,0.9765625,0.05263964459300041,,
8,3849,,,0.984375,0.025187229737639427,,
8,3869,,,,,0.9868000149726868,0.04609430208802223
9,3899,,,0.984375,0.07312639057636261,,
9,3949,,,0.984375,0.0641644299030304,,
9,3999,,,0.984375,0.05777072533965111,,
9,4049,,,0.96875,0.14425522089004517,,
9,4099,,,0.9765625,0.0851919874548912,,
9,4149,,,0.9921875,0.07174196094274521,,
9,4199,,,0.9921875,0.03497442975640297,,
9,4249,,,0.96875,0.05146600678563118,,
9,4299,,,0.9772727489471436,0.06127817928791046,,
9,4299,,,,,0.9879999756813049,0.043084122240543365
10,4300,0.9882000088691711,0.04008406773209572,,,,
