epoch,lr-Adam,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,0.00019999999999999966,0,,,,,,
0,,49,,,0.6953125,0.9906766414642334,,
0,,99,,,0.6875,0.8852789402008057,,
0,,149,,,0.7265625,0.7075504064559937,,
0,,199,,,0.6953125,0.725296139717102,,
0,,249,,,0.78125,0.6160134077072144,,
0,,299,,,0.7890625,0.6393381953239441,,
0,,349,,,0.8046875,0.5610840320587158,,
0,,374,,,,,0.8066666722297668,0.5083075165748596
,0.00022053688968451824,375,,,,,,
1,,399,,,0.859375,0.42697370052337646,,
1,,449,,,0.8515625,0.4945296347141266,,
1,,499,,,0.796875,0.48230424523353577,,
1,,549,,,0.8515625,0.42845413088798523,,
1,,599,,,0.890625,0.39602237939834595,,
1,,649,,,0.8359375,0.44065433740615845,,
1,,699,,,0.7890625,0.6005662679672241,,
1,,749,,,0.8984375,0.3677022159099579,,
1,,749,,,,,0.8603333234786987,0.368937611579895
,0.00028179608887314665,750,,,,,,
2,,799,,,0.8671875,0.3931267261505127,,
2,,849,,,0.8515625,0.41907787322998047,,
2,,899,,,0.84375,0.40414315462112427,,
2,,949,,,0.828125,0.5129268169403076,,
2,,999,,,0.8359375,0.49294808506965637,,
2,,1049,,,0.8671875,0.389474093914032,,
2,,1099,,,0.84375,0.4558010697364807,,
2,,1124,,,,,0.8685833215713501,0.34740743041038513
,0.0003827292030526355,1125,,,,,,
3,,1149,,,0.8359375,0.38135892152786255,,
3,,1199,,,0.796875,0.4757220149040222,,
3,,1249,,,0.8125,0.4751003682613373,,
3,,1299,,,0.8046875,0.4932750463485718,,
3,,1349,,,0.8828125,0.2547888457775116,,
3,,1399,,,0.8359375,0.40237703919410706,,
3,,1449,,,0.8828125,0.36053168773651123,,
3,,1499,,,0.859375,0.41413819789886475,,
3,,1499,,,,,0.8840833306312561,0.3074268698692322
,0.0005216088553634691,1500,,,,,,
4,,1549,,,0.921875,0.28801625967025757,,
4,,1599,,,0.8828125,0.29560041427612305,,
4,,1649,,,0.8203125,0.43086034059524536,,
4,,1699,,,0.890625,0.2266918122768402,,
4,,1749,,,0.828125,0.3900901973247528,,
4,,1799,,,0.8984375,0.2660859227180481,,
4,,1849,,,0.765625,0.5751478672027588,,
4,,1874,,,,,0.8806666731834412,0.32469168305397034
,0.0006960582490565369,1875,,,,,,
5,,1899,,,0.8515625,0.35640716552734375,,
5,,1949,,,0.84375,0.38253992795944214,,
5,,1999,,,0.8671875,0.39245879650115967,,
5,,2049,,,0.875,0.2561522126197815,,
5,,2099,,,0.828125,0.4707484245300293,,
5,,2149,,,0.8671875,0.35963571071624756,,
5,,2199,,,0.875,0.3273373246192932,,
5,,2249,,,0.8671875,0.3881523013114929,,
5,,2249,,,,,0.8966666460037231,0.2793614864349365
,0.0009030918441703343,2250,,,,,,
6,,2299,,,0.890625,0.3407544493675232,,
6,,2349,,,0.8671875,0.33484768867492676,,
6,,2399,,,0.8828125,0.38284045457839966,,
6,,2449,,,0.9296875,0.2302701473236084,,
6,,2499,,,0.890625,0.28206929564476013,,
