epoch,lr-Adam,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
,0.0005,0,,,,,,
0,,49,,,0.703125,0.8003860116004944,,
0,,99,,,0.78125,0.6004425287246704,,
0,,149,,,0.7734375,0.6763231754302979,,
0,,199,,,0.78125,0.5643661618232727,,
0,,249,,,0.8671875,0.48622986674308777,,
0,,299,,,0.859375,0.4082288444042206,,
0,,349,,,0.8125,0.5418003797531128,,
0,,374,,,,,0.846916675567627,0.4078313708305359
,0.0005,375,,,,,,
1,,399,,,0.8359375,0.4365570843219757,,
1,,449,,,0.890625,0.31187495589256287,,
1,,499,,,0.8828125,0.351118803024292,,
1,,549,,,0.8515625,0.44347313046455383,,
1,,599,,,0.84375,0.4875856041908264,,
1,,649,,,0.859375,0.35791224241256714,,
1,,699,,,0.8203125,0.45905962586402893,,
1,,749,,,0.84375,0.4888305068016052,,
1,,749,,,,,0.8640833497047424,0.35871797800064087
,0.0005,750,,,,,,
2,,799,,,0.8671875,0.40497973561286926,,
2,,849,,,0.921875,0.21230179071426392,,
2,,899,,,0.8125,0.5207353830337524,,
2,,949,,,0.890625,0.3188153803348541,,
2,,999,,,0.8359375,0.475021630525589,,
2,,1049,,,0.8671875,0.37008780241012573,,
2,,1099,,,0.84375,0.404374361038208,,
2,,1124,,,,,0.8777499794960022,0.3256058990955353
,0.0005,1125,,,,,,
3,,1149,,,0.8671875,0.34830644726753235,,
3,,1199,,,0.859375,0.4132845103740692,,
3,,1249,,,0.921875,0.3213643431663513,,
3,,1299,,,0.859375,0.449413001537323,,
3,,1349,,,0.8359375,0.36668139696121216,,
3,,1399,,,0.8359375,0.3939412236213684,,
3,,1449,,,0.9140625,0.24472340941429138,,
3,,1499,,,0.84375,0.3803822994232178,,
3,,1499,,,,,0.8900833129882812,0.3007115125656128
,0.0005,1500,,,,,,
4,,1549,,,0.921875,0.20523203909397125,,
4,,1599,,,0.8984375,0.337973952293396,,
4,,1649,,,0.890625,0.36974143981933594,,
4,,1699,,,0.8828125,0.3464668393135071,,
4,,1749,,,0.8671875,0.44073984026908875,,
4,,1799,,,0.890625,0.2847919464111328,,
4,,1849,,,0.90625,0.28366926312446594,,
4,,1874,,,,,0.8951666951179504,0.28302258253097534
,0.0005,1875,,,,,,
5,,1899,,,0.90625,0.27180638909339905,,
5,,1949,,,0.8984375,0.2698994278907776,,
5,,1999,,,0.890625,0.30381572246551514,,
5,,2049,,,0.828125,0.41297218203544617,,
5,,2099,,,0.859375,0.299154669046402,,
5,,2149,,,0.9140625,0.23761430382728577,,
5,,2199,,,0.875,0.3370937705039978,,
5,,2249,,,0.8828125,0.3978155255317688,,
5,,2249,,,,,0.9048333168029785,0.26149001717567444
,0.0005,2250,,,,,,
6,,2299,,,0.84375,0.422939270734787,,
6,,2349,,,0.90625,0.21047493815422058,,
6,,2399,,,0.8671875,0.34106630086898804,,
6,,2449,,,0.8515625,0.3832879960536957,,
6,,2499,,,0.890625,0.271545946598053,,
6,,2549,,,0.8359375,0.3854461908340454,,
6,,2599,,,0.9296875,0.2296731323003769,,
6,,2624,,,,,0.8999999761581421,0.26809003949165344
,0.0005,2625,,,,,,
7,,2649,,,0.875,0.2759605646133423,,
7,,2699,,,0.8984375,0.24038465321063995,,
7,,2749,,,0.890625,0.25475794076919556,,
7,,2799,,,0.9375,0.183290496468544,,
7,,2849,,,0.890625,0.2906060218811035,,
7,,2899,,,0.8984375,0.34572872519493103,,
7,,2949,,,0.859375,0.383629709482193,,
7,,2999,,,0.8984375,0.3020472526550293,,
7,,2999,,,,,0.903333306312561,0.2597340941429138
,0.0005,3000,,,,,,
8,,3049,,,0.890625,0.2658829092979431,,
8,,3099,,,0.8671875,0.305560439825058,,
8,,3149,,,0.90625,0.3062196373939514,,
8,,3199,,,0.8828125,0.27117475867271423,,
8,,3249,,,0.8828125,0.2745107412338257,,
8,,3299,,,0.921875,0.18751226365566254,,
8,,3349,,,0.8515625,0.3602432608604431,,
8,,3374,,,,,0.9067500233650208,0.2527039647102356
,0.0005,3375,,,,,,
9,,3399,,,0.859375,0.3461093604564667,,
9,,3449,,,0.8984375,0.32118692994117737,,
9,,3499,,,0.875,0.3065364956855774,,
9,,3549,,,0.90625,0.2150450348854065,,
9,,3599,,,0.84375,0.46150773763656616,,
9,,3649,,,0.8671875,0.315725177526474,,
9,,3699,,,0.875,0.33870822191238403,,
9,,3749,,,0.9140625,0.30685675144195557,,
9,,3749,,,,,0.9113333225250244,0.24352136254310608
,0.0005,3750,,,,,,
10,,3799,,,0.921875,0.25818732380867004,,
10,,3849,,,0.859375,0.30805718898773193,,
10,,3899,,,0.921875,0.24448925256729126,,
10,,3949,,,0.890625,0.2921087145805359,,
10,,3999,,,0.859375,0.33117780089378357,,
10,,4049,,,0.8828125,0.30650991201400757,,
10,,4099,,,0.9375,0.2889286279678345,,
10,,4124,,,,,0.9097499847412109,0.24560695886611938
,0.0005,4125,,,,,,
11,,4149,,,0.890625,0.2836242914199829,,
11,,4199,,,0.890625,0.2878304719924927,,
11,,4249,,,0.8828125,0.32925403118133545,,
11,,4299,,,0.9765625,0.15086013078689575,,
11,,4349,,,0.890625,0.22596928477287292,,
11,,4399,,,0.84375,0.335299551486969,,
11,,4449,,,0.90625,0.2349456250667572,,
11,,4499,,,0.9609375,0.17105361819267273,,
11,,4499,,,,,0.9179999828338623,0.22842462360858917
,0.0005,4500,,,,,,
12,,4549,,,0.859375,0.3323891758918762,,
12,,4599,,,0.875,0.3414474427700043,,
12,,4649,,,0.8984375,0.30539458990097046,,
12,,4699,,,0.9140625,0.25923895835876465,,
12,,4749,,,0.90625,0.27302178740501404,,
12,,4799,,,0.90625,0.3150288164615631,,
12,,4849,,,0.9296875,0.2009373903274536,,
12,,4874,,,,,0.9150833487510681,0.2335418164730072
,0.0005,4875,,,,,,
13,,4899,,,0.890625,0.25731438398361206,,
13,,4949,,,0.890625,0.27436932921409607,,
13,,4999,,,0.921875,0.20468883216381073,,
13,,5049,,,0.953125,0.18090951442718506,,
13,,5099,,,0.8984375,0.27457812428474426,,
13,,5149,,,0.9140625,0.2646741271018982,,
13,,5199,,,0.890625,0.251603901386261,,
13,,5249,,,0.9375,0.1920706331729889,,
13,,5249,,,,,0.9134166836738586,0.22918055951595306
,0.0005,5250,,,,,,
14,,5299,,,0.9453125,0.1374729573726654,,
14,,5349,,,0.8828125,0.34132784605026245,,
14,,5399,,,0.9453125,0.1700117290019989,,
14,,5449,,,0.8984375,0.246168851852417,,
14,,5499,,,0.9296875,0.14655274152755737,,
14,,5549,,,0.8984375,0.23754143714904785,,
14,,5599,,,0.90625,0.22406458854675293,,
14,,5624,,,,,0.9149166941642761,0.23756276071071625
,0.0005,5625,,,,,,
15,,5649,,,0.953125,0.1442202478647232,,
15,,5699,,,0.84375,0.40332555770874023,,
15,,5749,,,0.921875,0.27391868829727173,,
15,,5799,,,0.9140625,0.2576395869255066,,
15,,5849,,,0.875,0.2938874363899231,,
15,,5899,,,0.953125,0.13697490096092224,,
15,,5949,,,0.8984375,0.27092698216438293,,
15,,5999,,,0.9453125,0.23178499937057495,,
15,,5999,,,,,0.9165833592414856,0.2288881093263626
,0.00025,6000,,,,,,
16,,6049,,,0.921875,0.15787211060523987,,
16,,6099,,,0.8828125,0.2687652111053467,,
16,,6149,,,0.921875,0.14167803525924683,,
16,,6199,,,0.921875,0.17791950702667236,,
16,,6249,,,0.9296875,0.20744679868221283,,
16,,6299,,,0.90625,0.22978448867797852,,
16,,6349,,,0.90625,0.21026840806007385,,
16,,6374,,,,,0.9256666898727417,0.20544545352458954
,0.00025,6375,,,,,,
17,,6399,,,0.921875,0.2009042501449585,,
17,,6449,,,0.9375,0.22832828760147095,,
17,,6499,,,0.9296875,0.17009471356868744,,
17,,6549,,,0.9140625,0.23335513472557068,,
17,,6599,,,0.90625,0.23252958059310913,,
17,,6649,,,0.90625,0.2652990221977234,,
17,,6699,,,0.96875,0.13210558891296387,,
17,,6749,,,0.9296875,0.21210452914237976,,
17,,6749,,,,,0.9283333420753479,0.19422847032546997
,0.00025,6750,,,,,,
18,,6799,,,0.9375,0.14679107069969177,,
18,,6849,,,0.90625,0.222762331366539,,
18,,6899,,,0.9296875,0.2147809863090515,,
18,,6949,,,0.8671875,0.35249829292297363,,
18,,6999,,,0.8828125,0.2813336253166199,,
18,,7049,,,0.9296875,0.25277405977249146,,
18,,7099,,,0.8671875,0.35742101073265076,,
18,,7124,,,,,0.9276666641235352,0.19970013201236725
,0.00025,7125,,,,,,
19,,7149,,,0.953125,0.13729672133922577,,
19,,7199,,,0.8984375,0.2936859130859375,,
19,,7249,,,0.9375,0.16127720475196838,,
19,,7299,,,0.8515625,0.3461877107620239,,
19,,7349,,,0.9453125,0.1613065004348755,,
19,,7399,,,0.921875,0.21964894235134125,,
19,,7449,,,0.921875,0.1952989399433136,,
19,,7499,,,0.9375,0.21015915274620056,,
19,,7499,,,,,0.9265000224113464,0.20235812664031982
,0.00025,7500,,,,,,
20,,7549,,,0.8828125,0.3078002631664276,,
20,,7599,,,0.9375,0.20526042580604553,,
20,,7649,,,0.9453125,0.11711221188306808,,
20,,7699,,,0.8984375,0.2175784707069397,,
20,,7749,,,0.921875,0.23562020063400269,,
20,,7799,,,0.9140625,0.23656292259693146,,
20,,7849,,,0.9296875,0.21257849037647247,,
20,,7874,,,,,0.9309999942779541,0.19427020847797394
,0.00025,7875,,,,,,
21,,7899,,,0.9296875,0.1314961314201355,,
21,,7949,,,0.9296875,0.21889536082744598,,
21,,7999,,,0.9453125,0.14472095668315887,,
21,,8049,,,0.953125,0.18395543098449707,,
21,,8099,,,0.9375,0.1593405306339264,,
21,,8149,,,0.9296875,0.24675729870796204,,
21,,8199,,,0.921875,0.2073933482170105,,
21,,8249,,,0.9453125,0.10688309371471405,,
21,,8249,,,,,0.9293333292007446,0.19176529347896576
,0.00025,8250,,,,,,
22,,8299,,,0.90625,0.3086143434047699,,
22,,8349,,,0.9296875,0.18194690346717834,,
22,,8399,,,0.9296875,0.1633385419845581,,
22,,8449,,,0.9296875,0.15192921459674835,,
22,,8499,,,0.9453125,0.1524529606103897,,
22,,8549,,,0.9453125,0.18367405235767365,,
22,,8599,,,0.96875,0.09802030026912689,,
22,,8624,,,,,0.9300833344459534,0.19389109313488007
,0.00025,8625,,,,,,
23,,8649,,,0.9296875,0.2162087857723236,,
23,,8699,,,0.90625,0.21985405683517456,,
23,,8749,,,0.96875,0.1447102427482605,,
23,,8799,,,0.9375,0.13404369354248047,,
