epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.6640625,1.0326135158538818,,
0,99,,,0.8125,0.5350964069366455,,
0,149,,,0.84375,0.4578700661659241,,
0,199,,,0.8203125,0.5265576839447021,,
0,249,,,0.8671875,0.4248273968696594,,
0,299,,,0.8828125,0.4099830090999603,,
0,349,,,0.890625,0.37847667932510376,,
0,399,,,0.921875,0.2282375991344452,,
0,429,,,,,0.9642000198364258,0.11710048466920853
1,449,,,0.9296875,0.17874020338058472,,
1,499,,,0.953125,0.1458410620689392,,
1,549,,,0.9140625,0.24753418564796448,,
1,599,,,0.953125,0.18799391388893127,,
1,649,,,0.96875,0.12208627909421921,,
1,699,,,0.9140625,0.2225760519504547,,
1,749,,,0.9453125,0.13665714859962463,,
1,799,,,0.9375,0.17931069433689117,,
1,849,,,0.9453125,0.21712195873260498,,
1,859,,,,,0.9769999980926514,0.07687608897686005
2,899,,,0.8984375,0.27777692675590515,,
2,949,,,0.96875,0.13726261258125305,,
2,999,,,0.9296875,0.29010486602783203,,
2,1049,,,0.9609375,0.10041947662830353,,
2,1099,,,0.9296875,0.18978676199913025,,
2,1149,,,0.953125,0.12748147547245026,,
2,1199,,,0.9765625,0.1424797773361206,,
2,1249,,,0.9296875,0.23821371793746948,,
2,1289,,,,,0.9832000136375427,0.06491611152887344
3,1299,,,0.9609375,0.12259401381015778,,
3,1349,,,0.9765625,0.10817454010248184,,
3,1399,,,0.9765625,0.08209612965583801,,
3,1449,,,0.96875,0.14078164100646973,,
3,1499,,,0.9453125,0.11468413472175598,,
3,1549,,,0.96875,0.09647674858570099,,
3,1599,,,0.96875,0.10091282427310944,,
3,1649,,,0.96875,0.09764234721660614,,
3,1699,,,0.96875,0.13437551259994507,,
3,1719,,,,,0.9843999743461609,0.05838332697749138
4,1749,,,0.96875,0.11528083682060242,,
4,1799,,,0.9453125,0.16768866777420044,,
4,1849,,,0.9453125,0.23328948020935059,,
4,1899,,,0.9453125,0.1548532247543335,,
4,1949,,,0.9375,0.13256195187568665,,
4,1999,,,0.9609375,0.14521749317646027,,
4,2049,,,0.9765625,0.09883125126361847,,
4,2099,,,0.984375,0.061008431017398834,,
4,2149,,,0.9659090638160706,0.05796690285205841,,
4,2149,,,,,0.9810000061988831,0.0695609450340271
5,2199,,,0.96875,0.08821015805006027,,
5,2249,,,0.9765625,0.12923040986061096,,
5,2299,,,0.96875,0.095816969871521,,
5,2349,,,0.96875,0.07486996054649353,,
5,2399,,,0.9453125,0.12077748030424118,,
5,2449,,,0.984375,0.08891697227954865,,
5,2499,,,0.984375,0.05383268743753433,,
5,2549,,,0.96875,0.07935851812362671,,
5,2579,,,,,0.9865999817848206,0.05477278307080269
6,2599,,,0.9765625,0.09663618355989456,,
6,2649,,,0.9765625,0.0727621391415596,,
6,2699,,,0.9921875,0.04440918564796448,,
6,2749,,,0.9765625,0.09694574773311615,,
6,2799,,,0.9453125,0.10796160250902176,,
6,2849,,,0.984375,0.09877909719944,,
6,2899,,,0.9609375,0.12224863469600677,,
6,2949,,,0.9609375,0.1601881980895996,,
6,2999,,,0.96875,0.0651703029870987,,
6,3009,,,,,0.9878000020980835,0.04869230091571808
7,3049,,,0.984375,0.02549455314874649,,
7,3099,,,0.96875,0.09138710796833038,,
7,3149,,,0.96875,0.08304331451654434,,
7,3199,,,0.9765625,0.069037064909935,,
7,3249,,,0.984375,0.055775657296180725,,
7,3299,,,0.9765625,0.08858948200941086,,
7,3349,,,0.953125,0.1889316439628601,,
7,3399,,,0.984375,0.046017542481422424,,
7,3439,,,,,0.9842000007629395,0.05577271059155464
8,3449,,,0.9453125,0.14805972576141357,,
8,3499,,,0.9921875,0.040722452104091644,,
8,3549,,,0.9453125,0.1407965123653412,,
8,3599,,,0.96875,0.08162226527929306,,
8,3649,,,0.9609375,0.06394349038600922,,
8,3699,,,0.96875,0.08284442126750946,,
8,3749,,,0.96875,0.07018966227769852,,
8,3799,,,0.9765625,0.06206590309739113,,
8,3849,,,0.9921875,0.028307393193244934,,
8,3869,,,,,0.9873999953269958,0.05566933751106262
9,3899,,,0.9765625,0.054174214601516724,,
9,3949,,,0.984375,0.045762479305267334,,
9,3999,,,0.9921875,0.043621405959129333,,
9,4049,,,0.984375,0.04171121492981911,,
9,4099,,,0.9765625,0.09482549130916595,,
9,4149,,,0.96875,0.06622833013534546,,
9,4199,,,0.9765625,0.12440571188926697,,
9,4249,,,0.9609375,0.09551581740379333,,
9,4299,,,0.9772727489471436,0.04988142475485802,,
9,4299,,,,,0.9868000149726868,0.053401317447423935
10,4300,0.989300012588501,0.03380345553159714,,,,
