epoch,lr-Adam,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
12,,5449,,,0.921875,0.22389191389083862,,
12,,5499,,,0.9453125,0.15156984329223633,,
12,,5549,,,0.9296875,0.1901758760213852,,
12,,5589,,,,,0.9175999760627747,0.21890395879745483
,0.0005,5590,,,,,,
13,,5599,,,0.8984375,0.2936593294143677,,
13,,5649,,,0.9375,0.16714352369308472,,
13,,5699,,,0.8984375,0.2576674818992615,,
13,,5749,,,0.9296875,0.21913784742355347,,
13,,5799,,,0.9609375,0.1681104451417923,,
13,,5849,,,0.9296875,0.15643209218978882,,
13,,5899,,,0.8984375,0.2782837450504303,,
13,,5949,,,0.8984375,0.2911602258682251,,
13,,5999,,,0.9296875,0.23921607434749603,,
13,,6019,,,,,0.9276000261306763,0.20665739476680756
,0.0005,6020,,,,,,
14,,6049,,,0.96875,0.11172739416360855,,
14,,6099,,,0.90625,0.23548226058483124,,
14,,6149,,,0.9375,0.20127242803573608,,
14,,6199,,,0.90625,0.3275163471698761,,
14,,6249,,,0.8984375,0.276537150144577,,
14,,6299,,,0.921875,0.20507033169269562,,
14,,6349,,,0.9375,0.19444714486598969,,
14,,6399,,,0.9296875,0.21342113614082336,,
14,,6449,,,0.8863636255264282,0.21461962163448334,,
14,,6449,,,,,0.9247999787330627,0.20768140256404877
,0.0005,6450,,,,,,
15,,6499,,,0.9375,0.19601193070411682,,
15,,6549,,,0.90625,0.23291215300559998,,
15,,6599,,,0.9375,0.1459253579378128,,
15,,6649,,,0.9296875,0.1934603750705719,,
15,,6699,,,0.96875,0.10672923922538757,,
15,,6749,,,0.921875,0.2227466106414795,,
15,,6799,,,0.9375,0.20623192191123962,,
15,,6849,,,0.9140625,0.22315585613250732,,
15,,6879,,,,,0.9272000193595886,0.2012811005115509
,0.0005,6880,,,,,,
16,,6899,,,0.9296875,0.1956309676170349,,
16,,6949,,,0.9140625,0.2062130570411682,,
16,,6999,,,0.8984375,0.250800758600235,,
16,,7049,,,0.9140625,0.26363605260849,,
16,,7099,,,0.90625,0.2692473828792572,,
16,,7149,,,0.921875,0.22997251152992249,,
16,,7199,,,0.9375,0.19401097297668457,,
16,,7249,,,0.9140625,0.2698803246021271,,
16,,7299,,,0.9375,0.15354016423225403,,
16,,7309,,,,,0.9247999787330627,0.20264142751693726
,0.0005,7310,,,,,,
17,,7349,,,0.8828125,0.29386106133461,,
17,,7399,,,0.90625,0.2579928934574127,,
17,,7449,,,0.8671875,0.2850717008113861,,
17,,7499,,,0.9140625,0.215818852186203,,
17,,7549,,,0.9140625,0.19916100800037384,,
17,,7599,,,0.90625,0.22762930393218994,,
17,,7649,,,0.9140625,0.20433035492897034,,
17,,7699,,,0.9453125,0.151159405708313,,
17,,7739,,,,,0.9265999794006348,0.1963435709476471
,0.0005,7740,,,,,,
18,,7749,,,0.9375,0.21747402846813202,,
18,,7799,,,0.9453125,0.1669584959745407,,
18,,7849,,,0.9140625,0.265173077583313,,
18,,7899,,,0.9765625,0.09775587916374207,,
18,,7949,,,0.9375,0.2669145464897156,,
18,,7999,,,0.9609375,0.10157831013202667,,
18,,8049,,,0.875,0.3609884977340698,,
18,,8099,,,0.921875,0.26055246591567993,,
18,,8149,,,0.9375,0.15583674609661102,,
18,,8169,,,,,0.9301999807357788,0.1953011304140091
,0.0005,8170,,,,,,
19,,8199,,,0.921875,0.15841414034366608,,
19,,8249,,,0.9296875,0.1653728485107422,,
19,,8299,,,0.9453125,0.18428456783294678,,
19,,8349,,,0.9296875,0.2607633173465729,,
19,,8399,,,0.8984375,0.3092344403266907,,
19,,8449,,,0.9296875,0.21140256524085999,,
19,,8499,,,0.9296875,0.1634499430656433,,
19,,8549,,,0.953125,0.22113484144210815,,
19,,8599,,,0.9204545617103577,0.22530625760555267,,
19,,8599,,,,,0.9308000206947327,0.1887592375278473
,0.0005,8600,,,,,,
20,,8649,,,0.90625,0.25564688444137573,,
20,,8699,,,0.9140625,0.2192792296409607,,
20,,8749,,,0.953125,0.12714843451976776,,
20,,8799,,,0.953125,0.16992808878421783,,
20,,8849,,,0.9453125,0.1716195046901703,,
20,,8899,,,0.9375,0.16425928473472595,,
20,,8949,,,0.8984375,0.24978268146514893,,
20,,8999,,,0.875,0.33892905712127686,,
20,,9029,,,,,0.9309999942779541,0.1934269219636917
,0.0005,9030,,,,,,
21,,9049,,,0.90625,0.2257772833108902,,
21,,9099,,,0.8984375,0.25929543375968933,,
21,,9149,,,0.9453125,0.1771763563156128,,
21,,9199,,,0.890625,0.21544396877288818,,
21,,9249,,,0.90625,0.20314882695674896,,
21,,9299,,,0.9375,0.16959795355796814,,
21,,9349,,,0.9453125,0.152243971824646,,
21,,9399,,,0.921875,0.23008158802986145,,
21,,9449,,,0.9453125,0.20741723477840424,,
21,,9459,,,,,0.9276000261306763,0.1942441463470459
,0.0005,9460,,,,,,
22,,9499,,,0.921875,0.19631917774677277,,
22,,9549,,,0.90625,0.230391263961792,,
22,,9599,,,0.90625,0.23366975784301758,,
22,,9649,,,0.9375,0.16507664322853088,,
22,,9699,,,0.921875,0.16082431375980377,,
22,,9749,,,0.9609375,0.11262409389019012,,
22,,9799,,,0.9140625,0.25282910466194153,,
22,,9849,,,0.8828125,0.24581961333751678,,
22,,9889,,,,,0.9369999766349792,0.18099991977214813
,0.0005,9890,,,,,,
23,,9899,,,0.9375,0.17465204000473022,,
23,,9949,,,0.9375,0.17645908892154694,,
23,,9999,,,0.9296875,0.1618884801864624,,
23,,10049,,,0.90625,0.2598360776901245,,
23,,10099,,,0.9453125,0.15415318310260773,,
23,,10149,,,0.9453125,0.16996823251247406,,
23,,10199,,,0.9296875,0.20225399732589722,,
23,,10249,,,0.90625,0.3050316870212555,,
23,,10299,,,0.9375,0.18308109045028687,,
23,,10319,,,,,0.9309999942779541,0.19280651211738586
,0.0005,10320,,,,,,
24,,10349,,,0.921875,0.1673608124256134,,
24,,10399,,,0.9296875,0.22649267315864563,,
24,,10449,,,0.953125,0.12249160557985306,,
24,,10499,,,0.8984375,0.25279563665390015,,
24,,10549,,,0.8828125,0.31717759370803833,,
24,,10599,,,0.9375,0.23683902621269226,,
24,,10649,,,0.9140625,0.24056023359298706,,
24,,10699,,,0.890625,0.18486428260803223,,
24,,10749,,,0.9318181872367859,0.17316044867038727,,
24,,10749,,,,,0.9327999949455261,0.19378632307052612
,0.0005,10750,,,,,,
25,,10799,,,0.9609375,0.09300635755062103,,
25,,10849,,,0.921875,0.21759897470474243,,
25,,10899,,,0.9453125,0.14257679879665375,,
25,,10949,,,0.953125,0.10558639466762543,,
25,,10999,,,0.9453125,0.20193469524383545,,
25,,11049,,,0.953125,0.14643466472625732,,
25,,11099,,,0.90625,0.19036637246608734,,
25,,11149,,,0.90625,0.265997976064682,,
25,,11179,,,,,0.9336000084877014,0.18462415039539337
,0.0005,11180,,,,,,
26,,11199,,,0.9609375,0.1438213586807251,,
26,,11249,,,0.921875,0.19045895338058472,,
26,,11299,,,0.9453125,0.13343028724193573,,
26,,11349,,,0.921875,0.18913523852825165,,
26,,11399,,,0.953125,0.14467406272888184,,
26,,11449,,,0.9140625,0.17500069737434387,,
26,,11499,,,0.921875,0.21744012832641602,,
26,,11549,,,0.921875,0.22961927950382233,,
26,,11599,,,0.9453125,0.21203085780143738,,
26,,11609,,,,,0.9368000030517578,0.18580669164657593
,0.00025,11610,,,,,,
27,,11649,,,0.8984375,0.2646036148071289,,
27,,11699,,,0.9296875,0.17787055671215057,,
27,,11749,,,0.8984375,0.23696422576904297,,
27,,11799,,,0.9296875,0.16991087794303894,,
27,,11849,,,0.9453125,0.13036960363388062,,
27,,11899,,,0.9453125,0.1383824348449707,,
27,,11949,,,0.9296875,0.21365614235401154,,
27,,11999,,,0.953125,0.09642307460308075,,
27,,12039,,,,,0.9444000124931335,0.15966340899467468
,0.00025,12040,,,,,,
28,,12049,,,0.9296875,0.1289914846420288,,
28,,12099,,,0.9375,0.16408605873584747,,
28,,12149,,,0.9609375,0.13004978001117706,,
28,,12199,,,0.96875,0.09577007591724396,,
28,,12249,,,0.96875,0.09732498973608017,,
28,,12299,,,0.8984375,0.2863582968711853,,
28,,12349,,,0.9765625,0.11352590471506119,,
28,,12399,,,0.921875,0.13056637346744537,,
28,,12449,,,0.9375,0.15669575333595276,,
28,,12469,,,,,0.9381999969482422,0.1723690778017044
,0.00025,12470,,,,,,
29,,12499,,,0.9453125,0.16419000923633575,,
29,,12549,,,0.8984375,0.2582363784313202,,
29,,12599,,,0.953125,0.15945076942443848,,
29,,12649,,,0.9453125,0.16379451751708984,,
29,,12699,,,0.9375,0.2141478955745697,,
29,,12749,,,0.9453125,0.12120354175567627,,
29,,12799,,,0.9296875,0.23690655827522278,,
29,,12849,,,0.90625,0.2122972458600998,,
29,,12899,,,0.9090909361839294,0.14521245658397675,,
29,,12899,,,,,0.9369999766349792,0.17323315143585205
,0.00025,12900,,,,,,
30,,12949,,,0.9296875,0.15662625432014465,,
30,,12999,,,0.984375,0.07348518073558807,,
30,,13049,,,0.9140625,0.15273505449295044,,
30,,13099,,,0.9296875,0.20090322196483612,,
30,,13149,,,0.9375,0.14673826098442078,,
30,,13199,,,0.9453125,0.13659551739692688,,
30,,13249,,,0.9609375,0.15315857529640198,,
30,,13299,,,0.9765625,0.08400581777095795,,
30,,13329,,,,,0.9391999840736389,0.16416926681995392
,0.00025,13330,,,,,,
31,,13349,,,0.953125,0.13478107750415802,,
31,,13399,,,0.9375,0.20181804895401,,
31,,13449,,,0.953125,0.12363830208778381,,
31,,13499,,,0.953125,0.1430646926164627,,
31,,13549,,,0.9375,0.14795821905136108,,
31,,13599,,,0.9296875,0.16948255896568298,,
31,,13649,,,0.9609375,0.10922501981258392,,
31,,13699,,,0.9296875,0.1429687738418579,,
31,,13749,,,0.9140625,0.25197833776474,,
31,,13759,,,,,0.9434000253677368,0.1618088036775589
,0.000125,13760,,,,,,
32,,13799,,,0.9453125,0.1309289187192917,,
32,,13849,,,0.953125,0.1263481080532074,,
32,,13899,,,0.953125,0.12069804966449738,,
32,,13949,,,0.921875,0.1369241178035736,,
32,,13999,,,0.9375,0.18143314123153687,,
32,,14049,,,0.9453125,0.12317758798599243,,
32,,14099,,,0.921875,0.21332530677318573,,
32,,14149,,,0.8984375,0.22709880769252777,,
32,,14189,,,,,0.9444000124931335,0.1612914651632309
,0.000125,14190,,,,,,
33,,14199,,,0.9375,0.15136538445949554,,
33,,14249,,,0.953125,0.14213904738426208,,
33,,14299,,,0.9609375,0.13352370262145996,,
33,,14349,,,0.9375,0.15917553007602692,,
33,,14399,,,0.953125,0.09050101041793823,,
33,,14449,,,0.921875,0.22424858808517456,,
33,,14499,,,0.9453125,0.16866600513458252,,
33,,14549,,,0.9453125,0.15779069066047668,,
33,,14599,,,0.9765625,0.07757329195737839,,
33,,14619,,,,,0.944599986076355,0.15635870397090912
,0.000125,14620,,,,,,
34,,14649,,,0.9765625,0.08558112382888794,,
34,,14699,,,0.9375,0.20790164172649384,,
34,,14749,,,0.953125,0.13625484704971313,,
34,,14799,,,0.953125,0.1900663673877716,,
34,,14849,,,0.9375,0.1365455538034439,,
34,,14899,,,0.96875,0.09621305763721466,,
34,,14949,,,0.96875,0.10638872534036636,,
34,,14999,,,0.953125,0.14524778723716736,,
34,,15049,,,0.9318181872367859,0.13490606844425201,,
34,,15049,,,,,0.9416000247001648,0.1654662787914276
,0.000125,15050,,,,,,
35,,15099,,,0.9453125,0.13736751675605774,,
35,,15149,,,0.921875,0.17626971006393433,,
35,,15199,,,0.96875,0.10110405087471008,,
35,,15249,,,0.9765625,0.09882458299398422,,
35,,15299,,,0.953125,0.14978551864624023,,
35,,15349,,,0.9375,0.1284281313419342,,
35,,15399,,,0.9609375,0.08689204603433609,,
35,,15449,,,0.9765625,0.12195499241352081,,
35,,15479,,,,,0.9455999732017517,0.15687675774097443
,0.000125,15480,,,,,,
36,,15499,,,0.9765625,0.14757269620895386,,
36,,15549,,,0.9296875,0.1729889214038849,,
36,,15599,,,0.9765625,0.1244886964559555,,
36,,15649,,,0.9296875,0.14964792132377625,,
36,,15699,,,0.9609375,0.1327495276927948,,
36,,15749,,,0.96875,0.09548502415418625,,
36,,15799,,,0.90625,0.22071562707424164,,
36,,15849,,,0.9296875,0.13520967960357666,,
36,,15899,,,0.9609375,0.11521123349666595,,
36,,15909,,,,,0.9437999725341797,0.15811969339847565
,0.000125,15910,,,,,,
37,,15949,,,0.9609375,0.10134929418563843,,
37,,15999,,,0.9609375,0.1283653825521469,,
37,,16049,,,0.9375,0.13489553332328796,,
37,,16099,,,0.9375,0.15466934442520142,,
37,,16149,,,0.9453125,0.13149717450141907,,
37,,16199,,,0.9453125,0.12982875108718872,,
37,,16249,,,0.9453125,0.11200540512800217,,
37,,16299,,,0.9609375,0.0863831490278244,,
37,,16339,,,,,0.9466000199317932,0.15437768399715424
,0.000125,16340,,,,,,
38,,16349,,,0.9453125,0.15115389227867126,,
38,,16399,,,0.953125,0.12682153284549713,,
38,,16449,,,0.9609375,0.13896554708480835,,
38,,16499,,,0.9453125,0.1377258002758026,,
38,,16549,,,0.9296875,0.18225911259651184,,
38,,16599,,,0.9453125,0.1625565141439438,,
38,,16649,,,0.9609375,0.12311701476573944,,
38,,16699,,,0.9921875,0.059976380318403244,,
38,,16749,,,0.921875,0.15313927829265594,,
38,,16769,,,,,0.9449999928474426,0.16211530566215515
,0.000125,16770,,,,,,
39,,16799,,,0.96875,0.07432335615158081,,
39,,16849,,,0.953125,0.1592172384262085,,
39,,16899,,,0.953125,0.10959286987781525,,
39,,16949,,,0.9453125,0.11972169578075409,,
39,,16999,,,0.9453125,0.11607367545366287,,
39,,17049,,,0.9296875,0.19133050739765167,,
39,,17099,,,0.953125,0.10928197205066681,,
39,,17149,,,0.9609375,0.12694032490253448,,
39,,17199,,,0.9204545617103577,0.2287731170654297,,
39,,17199,,,,,0.9440000057220459,0.15678320825099945
,0.000125,17200,,,,,,
40,,17249,,,0.953125,0.18166373670101166,,
40,,17299,,,0.9453125,0.12568999826908112,,
40,,17349,,,0.921875,0.14778558909893036,,
40,,17399,,,0.9609375,0.1485218107700348,,
40,,17449,,,0.9765625,0.07050402462482452,,
40,,17499,,,0.953125,0.11467935889959335,,
40,,17549,,,0.921875,0.19912351667881012,,
40,,17599,,,0.9765625,0.08411280065774918,,
40,,17629,,,,,0.9423999786376953,0.1680157333612442
,0.000125,17630,,,,,,
41,,17649,,,0.96875,0.10871380567550659,,
41,,17699,,,0.9765625,0.07149261236190796,,
41,,17749,,,0.9765625,0.07291953265666962,,
41,,17799,,,0.96875,0.1314990371465683,,
41,,17849,,,0.9375,0.16967138648033142,,
41,,17899,,,0.9609375,0.10043695569038391,,
41,,17949,,,0.9453125,0.19475162029266357,,
41,,17999,,,0.953125,0.13113385438919067,,
41,,18049,,,0.984375,0.039947379380464554,,
41,,18059,,,,,0.9453999996185303,0.1569484919309616
,6.25e-05,18060,,,,,,
42,,18099,,,0.9609375,0.10746847093105316,,
42,,18149,,,0.90625,0.20916423201560974,,
42,,18199,,,0.9765625,0.09573601186275482,,
42,,18249,,,0.9375,0.19579538702964783,,
42,,18299,,,0.9609375,0.1532483696937561,,
42,,18349,,,0.9609375,0.13230520486831665,,
42,,18399,,,0.90625,0.2413392961025238,,
42,,18449,,,0.953125,0.1109924241900444,,
42,,18489,,,,,0.946399986743927,0.14970532059669495
,6.25e-05,18490,,,,,,
43,,18499,,,0.921875,0.19627273082733154,,
43,,18549,,,0.9375,0.1263926476240158,,
43,,18599,,,0.9609375,0.11782018095254898,,
43,,18649,,,0.9296875,0.20636925101280212,,
43,,18699,,,0.953125,0.09492258727550507,,
43,,18749,,,0.96875,0.09179385006427765,,
43,,18799,,,0.921875,0.15330001711845398,,
43,,18849,,,0.9453125,0.11071553081274033,,
43,,18899,,,0.984375,0.07918554544448853,,
43,,18919,,,,,0.951200008392334,0.15127021074295044
,6.25e-05,18920,,,,,,
44,,18949,,,0.96875,0.07352513074874878,,
44,,18999,,,0.9453125,0.1187877207994461,,
44,,19049,,,0.9609375,0.07970677316188812,,
44,,19099,,,0.96875,0.13724973797798157,,
44,,19149,,,0.984375,0.066179059445858,,
44,,19199,,,0.984375,0.06282979249954224,,
44,,19249,,,0.9375,0.13755914568901062,,
44,,19299,,,0.96875,0.07438188046216965,,
44,,19349,,,0.9431818127632141,0.11885786801576614,,
44,,19349,,,,,0.946399986743927,0.15635353326797485
,6.25e-05,19350,,,,,,
45,,19399,,,0.9609375,0.09795583784580231,,
45,,19449,,,0.9765625,0.06566061079502106,,
45,,19499,,,0.984375,0.1363706886768341,,
45,,19549,,,0.96875,0.12821125984191895,,
45,,19599,,,0.9765625,0.07590767741203308,,
45,,19649,,,0.953125,0.10750168561935425,,
45,,19699,,,0.953125,0.13167493045330048,,
45,,19749,,,0.9765625,0.09004902839660645,,
45,,19779,,,,,0.9449999928474426,0.158438578248024
,6.25e-05,19780,,,,,,
46,,19799,,,0.9609375,0.1008588969707489,,
46,,19849,,,0.9296875,0.1858120858669281,,
46,,19899,,,0.96875,0.07071144878864288,,
46,,19949,,,0.96875,0.11579529941082001,,
46,,19999,,,0.96875,0.1105092242360115,,
46,,20049,,,0.9140625,0.18971505761146545,,
46,,20099,,,0.9453125,0.12406349182128906,,
46,,20149,,,0.9921875,0.048470981419086456,,
46,,20199,,,0.9609375,0.09598349034786224,,
46,,20209,,,,,0.9467999935150146,0.15524810552597046
,3.125e-05,20210,,,,,,
47,,20249,,,0.953125,0.1073305606842041,,
47,,20299,,,0.9453125,0.15812534093856812,,
47,,20349,,,0.96875,0.09834907203912735,,
47,,20399,,,0.984375,0.06948178261518478,,
47,,20449,,,0.984375,0.040833376348018646,,
47,,20499,,,0.921875,0.19739878177642822,,
47,,20549,,,0.9609375,0.11471174657344818,,
47,,20599,,,0.96875,0.060041919350624084,,
47,,20639,,,,,0.9476000070571899,0.1502700299024582
,3.125e-05,20640,,,,,,
48,,20649,,,0.9765625,0.08358979225158691,,
48,,20699,,,0.9375,0.1308075487613678,,
48,,20749,,,0.9609375,0.11982179433107376,,
48,,20799,,,0.96875,0.09021058678627014,,
48,,20849,,,0.96875,0.10425040870904922,,
48,,20899,,,0.9609375,0.10939671844244003,,
48,,20949,,,0.9453125,0.11871884018182755,,
48,,20999,,,0.96875,0.0878688395023346,,
48,,21049,,,0.921875,0.15943650901317596,,
48,,21069,,,,,0.9459999799728394,0.1616685539484024
,3.125e-05,21070,,,,,,
49,,21099,,,0.9453125,0.16425907611846924,,
49,,21149,,,0.953125,0.08987049758434296,,
49,,21199,,,0.9765625,0.055412657558918,,
49,,21249,,,0.984375,0.09253484010696411,,
49,,21299,,,0.9921875,0.04445945471525192,,
49,,21349,,,0.96875,0.08472850173711777,,
49,,21399,,,0.96875,0.08703427016735077,,
49,,21449,,,0.953125,0.10397523641586304,,
49,,21499,,,0.9886363744735718,0.06281927227973938,,
49,,21499,,,,,0.9477999806404114,0.15462389588356018
50,,21500,0.9473000168800354,0.15645886957645416,,,,
