epoch,step,test_acc,test_loss,train_acc,train_loss,val_acc,val_loss
0,49,,,0.75,0.6998825073242188,,
0,99,,,0.796875,0.5421475768089294,,
0,149,,,0.8828125,0.3813972771167755,,
0,199,,,0.828125,0.4739881455898285,,
0,249,,,0.8671875,0.38655829429626465,,
0,299,,,0.8671875,0.3476434051990509,,
0,349,,,0.8515625,0.4171457290649414,,
0,399,,,0.8828125,0.34644174575805664,,
0,429,,,,,0.8802000284194946,0.3279281556606293
1,449,,,0.859375,0.4947035312652588,,
1,499,,,0.8671875,0.3712460994720459,,
1,549,,,0.859375,0.4469817876815796,,
1,599,,,0.8515625,0.362018346786499,,
1,649,,,0.890625,0.26657530665397644,,
1,699,,,0.875,0.43319910764694214,,
1,749,,,0.8671875,0.30703356862068176,,
1,799,,,0.8828125,0.28179752826690674,,
1,849,,,0.8828125,0.31052327156066895,,
1,859,,,,,0.8985999822616577,0.2711605429649353
2,899,,,0.8515625,0.4543103575706482,,
2,949,,,0.890625,0.3128063380718231,,
2,999,,,0.8671875,0.33492276072502136,,
2,1049,,,0.8359375,0.4713628888130188,,
2,1099,,,0.8671875,0.3794982433319092,,
2,1149,,,0.90625,0.2546146512031555,,
2,1199,,,0.890625,0.29552119970321655,,
2,1249,,,0.9296875,0.21115919947624207,,
2,1289,,,,,0.8971999883651733,0.2646099925041199
3,1299,,,0.8984375,0.22467689216136932,,
3,1349,,,0.8984375,0.28007352352142334,,
3,1399,,,0.8828125,0.33293840289115906,,
3,1449,,,0.9140625,0.19386902451515198,,
3,1499,,,0.9453125,0.18581274151802063,,
3,1549,,,0.875,0.26134681701660156,,
3,1599,,,0.875,0.2657068371772766,,
3,1649,,,0.921875,0.20280194282531738,,
3,1699,,,0.859375,0.39172613620758057,,
3,1719,,,,,0.9101999998092651,0.23480571806430817
4,1749,,,0.9140625,0.2325548678636551,,
4,1799,,,0.921875,0.23246224224567413,,
4,1849,,,0.8671875,0.32027462124824524,,
4,1899,,,0.9296875,0.17409610748291016,,
4,1949,,,0.9296875,0.19688701629638672,,
4,1999,,,0.953125,0.13605469465255737,,
4,2049,,,0.921875,0.21717368066310883,,
4,2099,,,0.8671875,0.33810853958129883,,
4,2149,,,0.9204545617103577,0.271771639585495,,
4,2149,,,,,0.9168000221252441,0.2189357876777649
5,2199,,,0.9140625,0.22084003686904907,,
5,2249,,,0.921875,0.17695903778076172,,
5,2299,,,0.9296875,0.16935822367668152,,
5,2349,,,0.875,0.2895725667476654,,
5,2399,,,0.9453125,0.16920897364616394,,
5,2449,,,0.9140625,0.16451652348041534,,
5,2499,,,0.9375,0.1810651272535324,,
5,2549,,,0.921875,0.22939205169677734,,
5,2579,,,,,0.9223999977111816,0.21619465947151184
6,2599,,,0.90625,0.24086761474609375,,
6,2649,,,0.9453125,0.1779206395149231,,
6,2699,,,0.9453125,0.20714688301086426,,
6,2749,,,0.9453125,0.16502772271633148,,
6,2799,,,0.953125,0.16777917742729187,,
6,2849,,,0.96875,0.10373882949352264,,
6,2899,,,0.9140625,0.24032732844352722,,
6,2949,,,0.9140625,0.25076156854629517,,
6,2999,,,0.953125,0.11555486917495728,,
6,3009,,,,,0.925599992275238,0.20149704813957214
7,3049,,,0.9765625,0.11141516268253326,,
7,3099,,,0.9453125,0.12915420532226562,,
7,3149,,,0.9453125,0.19299785792827606,,
7,3199,,,0.953125,0.1159018948674202,,
7,3249,,,0.9765625,0.10319670289754868,,
7,3299,,,0.953125,0.14379291236400604,,
7,3349,,,0.9609375,0.09662863612174988,,
7,3399,,,0.9296875,0.17191267013549805,,
7,3439,,,,,0.9218000173568726,0.21052351593971252
8,3449,,,0.953125,0.11311864852905273,,
8,3499,,,0.921875,0.1338450014591217,,
8,3549,,,0.96875,0.08373349905014038,,
8,3599,,,0.9296875,0.21952073276042938,,
8,3649,,,0.9296875,0.1863912045955658,,
8,3699,,,0.9375,0.17463284730911255,,
8,3749,,,0.96875,0.12091991305351257,,
8,3799,,,0.9609375,0.09598779678344727,,
8,3849,,,0.921875,0.1999414563179016,,
8,3869,,,,,0.9258000254631042,0.20618493854999542
9,3899,,,0.9453125,0.1445845514535904,,
9,3949,,,0.9453125,0.1610860526561737,,
9,3999,,,0.953125,0.100283682346344,,
9,4049,,,0.9453125,0.10123015940189362,,
9,4099,,,0.96875,0.1014292761683464,,
9,4149,,,0.953125,0.111812062561512,,
9,4199,,,0.9765625,0.050744228065013885,,
9,4249,,,0.953125,0.1126592606306076,,
9,4299,,,0.9431818127632141,0.17912326753139496,,
9,4299,,,,,0.9283999800682068,0.20556893944740295
10,4300,0.9168000221252441,0.23503521084785461,,,,
