epoch,step,train_acc,train_loss,val_acc,val_loss
5,2249,0.8125,0.4928024411201477,,
5,2299,0.765625,0.5863288640975952,,
5,2349,0.8359375,0.43986475467681885,,
5,2399,0.890625,0.3746432065963745,,
5,2449,0.8125,0.5603938102722168,,
5,2499,0.828125,0.4140207767486572,,
5,2549,0.796875,0.48424872756004333,,
5,2579,,,0.8245999813079834,0.4694632291793823
6,2599,0.84375,0.3937559425830841,,
6,2649,0.828125,0.3776662051677704,,
6,2699,0.8359375,0.43562477827072144,,
6,2749,0.875,0.38591790199279785,,
6,2799,0.8203125,0.4366825222969055,,
6,2849,0.8515625,0.3643185496330261,,
6,2899,0.8125,0.4459030032157898,,
6,2949,0.8671875,0.3417683243751526,,
6,2999,0.84375,0.44607245922088623,,
6,3009,,,0.8288000226020813,0.4284423887729645
7,3049,0.8828125,0.4058252274990082,,
7,3099,0.8203125,0.49391356110572815,,
7,3149,0.8203125,0.4824764132499695,,
7,3199,0.859375,0.40863779187202454,,
7,3249,0.8359375,0.46819692850112915,,
7,3299,0.7890625,0.4788423776626587,,
7,3349,0.8828125,0.3765484392642975,,
7,3399,0.84375,0.4732797145843506,,
7,3439,,,0.8519999980926514,0.4170161187648773
8,3449,0.8359375,0.4529661238193512,,
8,3499,0.8203125,0.4925006926059723,,
8,3549,0.8359375,0.433512806892395,,
8,3599,0.8515625,0.4282143712043762,,
8,3649,0.8671875,0.410767138004303,,
8,3699,0.859375,0.3745194971561432,,
8,3749,0.828125,0.4470739960670471,,
8,3799,0.796875,0.536340594291687,,
8,3849,0.84375,0.41659337282180786,,
8,3869,,,0.8384000062942505,0.4362626373767853
9,3899,0.828125,0.44880059361457825,,
9,3949,0.8359375,0.44325268268585205,,
9,3999,0.8359375,0.47213825583457947,,
9,4049,0.7890625,0.5310883522033691,,
9,4099,0.8828125,0.37247058749198914,,
9,4149,0.8359375,0.4054567217826843,,
9,4199,0.9140625,0.2826981544494629,,
9,4249,0.84375,0.5174275636672974,,
9,4299,0.8977272510528564,0.4291483163833618,,
9,4299,,,0.8501999974250793,0.39577144384384155
10,4349,0.8671875,0.3573647737503052,,
10,4399,0.84375,0.3993717432022095,,
10,4449,0.8203125,0.39516523480415344,,
10,4499,0.875,0.41522470116615295,,
10,4549,0.859375,0.449776828289032,,
10,4599,0.84375,0.3773501515388489,,
10,4649,0.8203125,0.4541603624820709,,
10,4699,0.8671875,0.35203367471694946,,
10,4729,,,0.8618000149726868,0.39006751775741577
11,4749,0.828125,0.3929569721221924,,
11,4799,0.8359375,0.40339386463165283,,
11,4849,0.8984375,0.3077400326728821,,
11,4899,0.8671875,0.30723878741264343,,
11,4949,0.8984375,0.3029237687587738,,
11,4999,0.8515625,0.4207437336444855,,
11,5049,0.8828125,0.3033789396286011,,
11,5099,0.796875,0.510381817817688,,
11,5149,0.8515625,0.39091747999191284,,
11,5159,,,0.8557999730110168,0.38244354724884033
12,5199,0.84375,0.4644623398780823,,
12,5249,0.8828125,0.38303515315055847,,
12,5299,0.8515625,0.381084144115448,,
12,5349,0.828125,0.4736115038394928,,
12,5399,0.875,0.30986982583999634,,
12,5449,0.8515625,0.3684347867965698,,
12,5499,0.890625,0.31079959869384766,,
12,5549,0.8671875,0.3435136079788208,,
12,5589,,,0.8600000143051147,0.39123937487602234
13,5599,0.890625,0.3570207357406616,,
13,5649,0.875,0.4780764877796173,,
13,5699,0.8671875,0.3592268228530884,,
13,5749,0.890625,0.3274374306201935,,
13,5799,0.8515625,0.37854480743408203,,
13,5849,0.8984375,0.34742844104766846,,
13,5899,0.8515625,0.41051727533340454,,
13,5949,0.8828125,0.3248158097267151,,
13,5999,0.8828125,0.30788570642471313,,
13,6019,,,0.8629999756813049,0.37949979305267334
14,6049,0.828125,0.34533244371414185,,
14,6099,0.9140625,0.27377885580062866,,
14,6149,0.90625,0.26689082384109497,,
14,6199,0.875,0.29406803846359253,,
14,6249,0.8125,0.4151359796524048,,
14,6299,0.8359375,0.40165260434150696,,
14,6349,0.8828125,0.315990149974823,,
14,6399,0.9296875,0.2653138041496277,,
14,6449,0.9204545617103577,0.3355531394481659,,
14,6449,,,0.8690000176429749,0.37161755561828613
15,6499,0.875,0.3177124857902527,,
15,6549,0.8828125,0.3592584729194641,,
15,6599,0.8671875,0.4515873193740845,,
15,6649,0.8203125,0.5162533521652222,,
15,6699,0.828125,0.4968564212322235,,
15,6749,0.8203125,0.42501723766326904,,
15,6799,0.8984375,0.3348267078399658,,
15,6849,0.8671875,0.3698076009750366,,
15,6879,,,0.8691999912261963,0.36260589957237244
16,6899,0.8359375,0.4431205987930298,,
16,6949,0.8828125,0.3258048892021179,,
16,6999,0.8671875,0.3308027684688568,,
16,7049,0.875,0.371016263961792,,
16,7099,0.890625,0.24838276207447052,,
16,7149,0.8671875,0.41385531425476074,,
16,7199,0.8828125,0.3681544065475464,,
16,7249,0.859375,0.40645772218704224,,
16,7299,0.8828125,0.3306654393672943,,
16,7309,,,0.8672000169754028,0.3654657304286957
17,7349,0.859375,0.3285684287548065,,
17,7399,0.90625,0.4300193786621094,,
17,7449,0.859375,0.34781497716903687,,
17,7499,0.8828125,0.3762153685092926,,
17,7549,0.8984375,0.2790094017982483,,
17,7599,0.84375,0.3814721703529358,,
17,7649,0.859375,0.35639286041259766,,
17,7699,0.859375,0.3951279819011688,,
17,7739,,,0.8551999926567078,0.3840486705303192
18,7749,0.90625,0.2384740114212036,,
18,7799,0.8359375,0.4870290160179138,,
18,7849,0.8359375,0.3388572335243225,,
18,7899,0.828125,0.4195214807987213,,
18,7949,0.8984375,0.33737120032310486,,
18,7999,0.8984375,0.2203519344329834,,
18,8049,0.859375,0.3037128448486328,,
18,8099,0.9140625,0.3069039583206177,,
18,8149,0.765625,0.5386834144592285,,
18,8169,,,0.8695999979972839,0.35525816679000854
19,8199,0.875,0.29290908575057983,,
19,8249,0.890625,0.32000741362571716,,
19,8299,0.84375,0.4008373022079468,,
19,8349,0.890625,0.31883350014686584,,
19,8399,0.8828125,0.3306669294834137,,
19,8449,0.8828125,0.31246209144592285,,
19,8499,0.875,0.3942382335662842,,
19,8549,0.921875,0.2947896718978882,,
19,8599,0.8863636255264282,0.4155997931957245,,
19,8599,,,0.8758000135421753,0.3412458002567291
20,8649,0.8515625,0.32703936100006104,,
20,8699,0.8828125,0.30905091762542725,,
20,8749,0.8359375,0.42632555961608887,,
20,8799,0.8359375,0.40623974800109863,,
20,8849,0.8984375,0.30181029438972473,,
20,8899,0.8671875,0.3078318238258362,,
20,8949,0.84375,0.4394236207008362,,
20,8999,0.90625,0.33148276805877686,,
