epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.640625,1.052225112915039,,
0,99,0.6953125,0.8369733691215515,,
0,149,0.6875,0.8296200633049011,,
0,199,0.734375,0.7464354038238525,,
0,249,0.6875,0.7871578931808472,,
0,299,0.6796875,0.70536208152771,,
0,349,0.8125,0.5699019432067871,,
0,399,0.7734375,0.5955060124397278,,
0,429,,,0.7552000284194946,0.6492809653282166
1,449,0.7890625,0.5992676019668579,,
1,499,0.8046875,0.5498899817466736,,
1,549,0.78125,0.577267587184906,,
1,599,0.7578125,0.6453540325164795,,
1,649,0.7734375,0.661592960357666,,
1,699,0.7890625,0.5597392320632935,,
1,749,0.8125,0.5499443411827087,,
1,799,0.8046875,0.534503161907196,,
1,849,0.8125,0.537229597568512,,
1,859,,,0.7979999780654907,0.5396134853363037
2,899,0.8125,0.5311049222946167,,
2,949,0.84375,0.45869240164756775,,
2,999,0.765625,0.6896053552627563,,
2,1049,0.8828125,0.37141284346580505,,
2,1099,0.7734375,0.5848333835601807,,
2,1149,0.8203125,0.44329917430877686,,
2,1199,0.8203125,0.4202727675437927,,
2,1249,0.8125,0.5660693049430847,,
2,1289,,,0.8095999956130981,0.5090498924255371
3,1299,0.7890625,0.5024756789207458,,
3,1349,0.8046875,0.524494469165802,,
3,1399,0.8203125,0.5401822924613953,,
3,1449,0.78125,0.4727073907852173,,
3,1499,0.765625,0.5706565380096436,,
3,1549,0.8515625,0.4681483507156372,,
3,1599,0.875,0.35385677218437195,,
3,1649,0.8046875,0.49463000893592834,,
3,1699,0.828125,0.48899105191230774,,
3,1719,,,0.8259999752044678,0.4806309640407562
4,1749,0.828125,0.4552733302116394,,
4,1799,0.8671875,0.47355759143829346,,
4,1849,0.8203125,0.5124819278717041,,
4,1899,0.875,0.34414201974868774,,
4,1949,0.8359375,0.49072879552841187,,
4,1999,0.8046875,0.4988029897212982,,
4,2049,0.84375,0.47672855854034424,,
4,2099,0.859375,0.3493644595146179,,
4,2149,0.8295454382896423,0.42893218994140625,,
4,2149,,,0.829800009727478,0.4683537483215332
5,2199,0.796875,0.5593266487121582,,
